fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,word_original,it,hi_translit,ml_translit,ta_translit,te_translit,gu_translit,ml,ta,te,gu,ml_devnagari,ta_devnagari,te_devnagari,gu_devnagari
"['neige', 'couche de neige', 'chute de neige']","['Schneedecke', 'Schneefall', 'Schnee']","['снегопад', 'снег']","['snow', 'snow cover', 'snowfall', 'snow mantle']","['雪', '下雪', '降雪']","['nevada', 'capa de nieve', 'nieve', 'nevar']","['雪', '降雪', 'ゆき']",['눈'],['lumi'],"['lumi', 'lumisade']","['sneeuw', 'sneeuwlaag', 'sneeuwval', 'sneeuwwit', 'sneeuwen']","['हिम', 'बर्फ', 'शीत', 'वर्षा', 'श्वेत']",snow,"['nevicata', 'caduta di neve', 'neve']","['himm', 'burf', 'sheet', 'varsha', 'shwet']","['manju', 'tushaaram', 'himam', 'aruvi', 'manimanju']","['panii', 'mazhaippani', 'vaanamazhai', 'panithuli', 'silirppani']","['manchu', 'himam', 'chaluva', 'tusharam', 'himapatam']","['baraf', 'hiima', 'shilaraj', 'himraj', 'tushar']","['മഞ്ഞ്', 'തുഷാരം', 'ഹിമം', 'അരുവി', 'മണിമഞ്ഞ്']","['பனி', 'மழைப்பனி', 'வானமழை', 'பனித்துளி', 'சிலிர்ப்பனி']","['మంచు', 'హిమం', 'చలువ', 'తుషారం', 'హిమపాతం']","['બરફ', 'હિમ', 'શિલારજ', 'હિમરજ', 'તુષાર']","['मंजू', 'तुषाराम', 'हिमाम', 'अरुवी', 'मणिमंजू']","['पनी', 'मजहैप्पानी', 'वानमझई', 'पानीथुली', 'सिलिरप्पानी']","['मंचू', 'हिमाम', 'चलुवा', 'तुषाराम', 'हिमापतम']","['बरफ', 'हीमा', 'शिलाराज', 'हिमराज', 'तुषार']"
"['cheval', 'equus caballus']","['Gaul', 'Pferd', 'Ross', 'Hauspferd']","['лошадь', 'домашняя лошадь']","['horse', 'Equus caballus']","['馬', '马']","['caballo', 'Equus ferus caballus', 'yegua', 'equinos']","['馬', 'ウマ', 'Equus caballus']",['말'],['hobune'],"['hevonen', 'Equus caballus']","['paard', 'peerd', 'viervoeter', 'ros']","['घोड़ा', 'अश्व', 'तुरंग', 'वाजि', 'हय']",horse,"['cavallo', 'Equus ferus caballus', 'Equus caballus']","['ghodaa', 'ashwa', 'turang', 'vaaji', 'haya']","['kuthira', 'kuthirappakshi', 'ashwam', 'vahanam', 'theru']","['kudhirai', 'vaathu', 'kazhudhai', 'puddy', 'thaerai']","['gurram', 'ashwam', 'hayam', 'turagam', 'ghoda']","['ghodo', 'ashv', 'ghensh', 'vaajee', 'turag']","['കുതിര', 'കുതിരപ്പക്ഷി', 'അശ്വം', 'വാഹനം', 'തേര്']","['குதிரை', 'வாது', 'கழுதை', 'படி', 'தேரை']","['గుర్రం', 'అశ్వం', 'హయం', 'తురగం', 'ఘోడా']","['ઘોડો', 'અશ્વ', 'ઘેંશ', 'વાજી', 'તુરગ']","['कुथिरा', 'कुठीरप्पक्षी', 'अश्वम', 'वाहनम', 'थेरू']","['कुधिराई', 'वाथु', 'काजुधाई', 'पड्डी', 'थेराई']","['गुर्रम', 'अश्वम', 'हयाम', 'तुरागम', 'घोड़ा']","['घोड़ो', 'अश्व', 'घेंश', 'वाजी', 'तुरग']"
"['un', 'Un']","['eins', 'Eins', 'ein']","['один', 'одно́', 'раз', 'оди́н', 'одна́', 'едини́ца']","['one', 'ace', 'unity', 'I', 'single', 'Numero Uno']",['一'],"['uno', 'es', 'dos']","['一', '一つ']","['한', '하나', '일']","['üks', 'Üks']","['yksi', 'ykkönen', 'I']","['één', 'een', 'i', 'twee']","['एक', 'पहला', 'इक', 'प्रथम', 'अकेला']",one,['uno'],"['aeka', 'pahala', 'ick', 'pratham', 'akela']","['onnu', 'eakam', 'oru', 'thanii', 'eaka']","['ondru', 'oru', 'moontru', 'adhu', 'idhu']","['oka', 'yeka', 'okka', 'antha', 'ekaika']","['aek', 'pahelo', 'pratham', 'sarvpratham', 'ekmatra']","['ഒന്ന്', 'ഏകം', 'ഒരു', 'തനി', 'ഏക']","['ஒன்று', 'ஒரு', 'மூன்று', 'அது', 'இது']","['ఒక', 'ఏక', 'ఒక్క', 'అంత', 'ఏకైక']","['એક', 'પહેલો', 'પ્રથમ', 'સર્વપ્રથમ', 'એકમાત્ર']","['ओन्नू', 'एकम', 'ओरू', 'थानी', 'ईका']","['ओंद्रू', 'ओरू', 'मूंत्रू', 'अधु', 'इधु']","['ओका', 'येका', 'ओक्का', 'अंथा', 'एकैका']","['एक', 'पहेलो', 'प्रथम', 'सर्वप्रथम', 'एकमात्र']"
['deux'],"['zwei', 'Zwei']","['двойка', 'дво́йка', 'две', 'два', 'дво́е']","['two', 'deuce', 'II']","['貳', '二', '贰', '两', '兩']",['dos'],"['二', '二つ']","['둘', '이', '두']","['kaks', 'Kaks']","['kakkonen', 'kaksi', 'II']",['twee'],"['दो', 'द्वि', 'बार', 'दोनों', 'द्वितीय']",two,['due'],"['dou', 'dwi', 'baar', 'donon', 'dwiteeya']","['rund', 'eratta', 'dvi', 'jodi']","['irandu', 'rendu', 'thottu', 'iru', 'randu']","['rendu', 'dvi', 'janta', 'dvayam', 'iruvuru']","['beey', 'doo', 'dhvee', 'beu', 'done']","['രണ്ട്', 'ഇരട്ട', 'ദ്വി', 'ജോടി']","['இரண்டு', 'ரெண்டு', 'தொட்டு', 'இரு', 'ரண்டு']","['రెండు', 'ద్వి', 'జంట', 'ద్వయం', 'ఇరువురు']","['બે', 'દો', 'દ્વિ', 'બેઉ', 'દોને']","['रंड', 'एरत्ता', 'डीवीआई', 'जोड़ी']","['इरांडू', 'रेंदू', 'थोट्टू', 'इरू', 'रांदू']","['रेंदू', 'डीवीआई', 'जनता', 'द्वयं', 'इरुवुरु']","['बीय', 'डू', 'ध्वी', 'बेऊ', 'डोन']"
"['cinq', 'quintette']","['fünf', 'Fünf']",['пять'],"['five', 'fin', 'fivesome', 'quintet', 'cinque', 'quint', 'pentad', 'V', 'Phoebe', 'quintuplet', 'Little Phoebe']",['五'],"['cinco', 'quint', 'cinque']",['五'],"['오', '다섯']","['viis', 'Viis']","['viisi', 'V']","['vijf', 'quintool', 'vijftal']","['पांच', 'पंच', 'पञ्च', 'पंक्ति', 'पंचक']",five,"['cinque', 'V']","['paanch', 'punch', 'punch', 'pankti', 'panchak']","['anchu', 'pancha', 'paanch']","['ainthu', 'aimpathu', 'anjchu', 'ainththai', 'aimpathin']","['aidu', 'pancha', 'panchaka', 'panchama', 'panchakshari']","['paanch', 'punch', 'paanchak', 'panj', 'paanchgano']","['അഞ്ച്', 'പഞ്ച', 'പാഞ്ച്']","['ஐந்து', 'ஐம்பது', 'அஞ்சு', 'ஐந்தை', 'ஐம்பதின்']","['ఐదు', 'పంచ', 'పంచక', 'పంచమ', 'పంచాక్షరి']","['પાંચ', 'પંચ', 'પાંચક', 'પંજ', 'પાંચગણો']","['अंचू', 'पंचा', 'पाँच']","['ऐंठू', 'ऐम्पथु', 'अंजचू', 'ऐंठताई', 'ऐम्पथिन']","['आइडू', 'पंचा', 'पंचका', 'पंचमा', 'पंचाक्षरी']","['पाँच', 'पंच', 'पांचक', 'पंज', 'पाँचगणो']"
"['demi-douzaine', 'sextuor']","['Schwindler', 'sechs', 'halbes Dutzend']","['шесть', 'полдю́жины', 'ше́стеро']","['six', 'half a dozen', 'sextuplet', 'VI', 'Captain Hicks', 'sise', 'sextet', 'hexad', 'sixer', 'sestet']",['六'],"['seis', 'Sexteto de música', 'sixer', 'sexteto', 'sise', 'hexad', 'sestet']","['六', 'シックス', '六つ']","['륙', '여섯', '육']","['kuus', 'Kuus']","['kuusi', 'puoli tusinaa', 'sekstetti', 'kuusikko', 'Captain Hicks', 'VI', 'heksa', 'kuutonen']","['zes', 'sextool']","['छह', 'षष', 'शष', 'छ:', 'छह']",six,"['sei', 'sestetto']","['chhah', 'shash', 'shash', 'chha:', 'chhah']","['aarr', 'aruvi', 'shanmasat']","['aaru', 'aru', 'aruvadai', 'aaren', 'arupathu']","['aaru', 'aru', 'shanmu', 'shutt', 'shanmamu']","['chh', 'saanae', 'chhae', 'shash', 'chhakka']","['ആറ്', 'അരുവി', 'ഷണ്മാസത്ത്']","['ஆறு', 'அறு', 'அறுவடை', 'ஆறெண்', 'அறுபது']","['ఆరు', 'అరు', 'షణ్ము', 'షట్', 'షణ్మము']","['છ', 'સાંએ', 'છએ', 'ષષ', 'છક્કા']","['आर्र', 'अरुवी', 'षण्मासत']","['आरू', 'अरू', 'अरुवदाई', 'आरें', 'अरूपथु']","['आरू', 'अरू', 'शानमू', 'शट', 'शन्मामु']","['छ', 'साने', 'छाए', 'शाश', 'छक्का']"
['huit'],"['acht', 'Acht']",['восемь'],"['eight', 'octonary', 'ogdoad', 'VIII', 'octet', 'eighter', 'eighter from Decatur', 'octad']",['八'],"['ocho', 'octad']",['八'],['여덟'],"['kaheksa', 'Kaheksa']","['kahdeksan', 'VIII', 'kahdeksikko']",['acht'],"['आठ', 'अठवां', 'अष्ट', 'अट्ठ', 'अठ']",eight,['otto'],"['aathh', 'athvaan', 'asht', 'atth', 'athh']","['ettu', 'ashta', 'arampath']","['ettu', 'attu', 'ennaaru', 'ashta', 'எழுபத்தைந்தின் muun']","['enimidi', 'ashta', 'ashtama', 'enimido', 'ashtakamu']","['aath', 'asht', 'ashtak', 'aathanu', 'ashtam']","['എട്ട്', 'അഷ്ട', 'അറംപത്']","['எட்டு', 'அட்டு', 'எண்ணாறு', 'அஷ்ட', 'எழுபத்தைந்தின் முன்']","['ఎనిమిది', 'అష్ట', 'అష్టమ', 'ఎనిమిదో', 'అష్టకము']","['આઠ', 'અષ્ટ', 'અષ્ટક', 'આઠનું', 'અષ્ટમ']","['एट्टू', 'अष्ट', 'आरामपथ']","['एट्टू', 'अट्टू', 'एन्नारु', 'अष्ट', 'எழுபத்தைந்தின் मूँ']","['एनिमिडी', 'अष्ट', 'अष्टमा', 'एनिमिडो', 'अष्टकामु']","['आठ', 'अष्ट', 'अष्टक', 'आठनु', 'अष्टम']"
"['dix', 'dizaine', 'décennie']","['zehn', 'Zehn']","['десять', 'де́сять', 'де́сятеро']","['ten', 'decade', 'tenner', 'X']","['拾', '十']","['diez', 'decena', 'década']",['十'],"['열', '십']",['kümme'],"['kymmenen', 'kymppi', 'dekadi', 'kybä', 'X', 'kypä']","['tien', 'tientje']","['दस', 'दश', 'दहाई', 'दसम', 'दशन']",ten,['dieci'],"['duss', 'dash', 'dahaai', 'dasam', 'dashan']","['patthu', 'dasha', 'dashakam']","['paththu', 'irandupaththi', 'paththukkal', 'thasa', 'pathin']","['padhi', 'dhasha', 'dasaku', 'panchadasa', 'dasamantamu']","['dass', 'dash', 'dasak', 'dashak', 'dasansh']","['പത്ത്', 'ദശ', 'ദശകം']","['பத்து', 'இரண்டுபத்தி', 'பத்துக்கள்', 'தச', 'பதின்']","['పది', 'దశ', 'దశకు', 'పంచదశ', 'దశమంతము']","['દસ', 'દશ', 'દસક', 'દશક', 'દસાંશ']","['पट्ठू', 'दशा', 'दशकम']","['पठ्ठू', 'इरांदुपथ्थी', 'पथ्थुक्कल', 'थासा', 'पथिन']","['पढ़ी', 'धाशा', 'दसाकू', 'पंचदास', 'दसमंतमु']","['दस्स', 'दश', 'दसक', 'दशक', 'दसांश']"
"['psyché', 'esprit', 'noûs', 'Noûs', 'cerveau', 'tête', 'chef', 'leader', 'directeur', 'directrice', 'gestionnaire', 'administrateur', 'gérant', 'thème', 'question', 'point']","['Verstand', 'Nous', 'Psyche', 'Geist', 'Wahrnehmung', 'Haupt', 'Kopf', 'Leiter', 'Führer', 'Fragestellung']","['Нус', 'ра́зум', 'психика', 'ум', 'голова', 'глава́', 'башка́', 'голова́', 'директор']","['head', 'brain', 'mind', 'nous', 'psyche', 'Nous', 'caput', 'leader', 'director', 'boss', 'chief', 'managing director', 'manager', 'top dog', 'question']","['头脑', '脑海', '头', '脑袋', '精神', '心智', '心靈', '智性', '心灵', '头部', '頭子', '頭部', '头子', '頭', '腦袋', '首', '頭腦', '会长', '首领', '领袖', '领导人', '领导', '主管', '董事', '主任', '理事', '当家人', '经理', '导演', '首脑']","['mente', 'psique', 'Mente', 'Nous', 'nous', 'cabeza', 'cerebro', 'marote', 'melón', 'testa', 'sesera', 'coco', 'sabiola', 'tarro', 'maceta', 'chola', 'punta', 'líder', 'jefe', 'autoridad', 'dirigente', 'director', 'gerente', 'gestor', 'administrador', 'directora', 'manager', 'responsable', 'tema', 'asunto', 'encabezado', 'cuestión', 'titular', 'aspecto', 'materia', 'tópico']","['心', 'ヌース', '念頭', 'プシュケー', '頭', '頭部', 'リーダー', '指導者', '部門長', '役員']","['누스', '프시케', '마음', '머리', '부서장']","['nous', 'psüühika', 'Psüühika', 'Nous', 'vaim', 'Vaim', 'pea', 'direktor']","['Nous', 'Psyyke', 'mieli', 'pää', 'psyyke', 'nous', 'järki', 'älli', 'lanttu', 'kallo', 'johtaja', 'päällikkö', 'toimitusjohtaja', 'pomo', 'kysymys', 'asia']","['brein', 'verstand', 'psyche', 'Nous', 'geest', 'nous', 'denkvermogen', 'rede', 'kop', 'hoofd', 'baas', 'bazin', 'leider', 'op uw plaatsen, klaar, af!', 'directeur', 'chef', 'meester', 'meesteres', 'uitbater', 'exploitant', 'manager', 'dirk', 'beheerder', 'bedrijfsleider', 'schoolhoofd', 'rector', 'ouwe', 'bestuurder', 'thema', 'kwestie', 'vraagstuk', 'probleem', 'vraag']","['सिर', 'मस्तिष्क', 'शीर्ष', 'माथा', 'कपाल']",head,"['testare', 'pensiero', 'mente', 'cervello', 'Intelletto cosmico', 'psiche', 'nous', 'testa', 'psicologia', 'capo', 'capoccia', 'zucca', 'chiorba', 'cranio', 'direttore', 'leader', 'principale', 'guru', 'capintesta', 'amministratore', 'manager', 'amministratore delegato', 'gestore', 'gerente', 'comandante', 'responsabile', 'tema', 'questione', 'capitolo']","['sir', 'mastishk', 'sheersh', 'maathaa', 'kapaal']","['thala', 'shirass', 'mukham', 'melbhaagam', 'munnil']","['thalai', 'thalaimai', 'mudhugu', 'kanu', 'moolai']","['thala', 'shirassu', 'adhipati', 'nayakudu', 'mukhyudu']","['maathu', 'sheer', 'mastak', 'sheero', 'mastishk']","['തല', 'ശിരസ്സ്', 'മുഖം', 'മേൽഭാഗം', 'മുന്നിൽ']","['தலை', 'தலைமை', 'முதுகு', 'கணு', 'மூளை']","['తల', 'శిరస్సు', 'అధిపతి', 'నాయకుడు', 'ముఖ్యుడు']","['માથું', 'શીર', 'મસ્તક', 'શિરો', 'મસ્તિષ્ક']","['थाला', 'शिरस्स', 'मुखम', 'मेलभागम', 'मुनिल']","['थलाई', 'थलाईमाई', 'मुधुगु', 'कानू', 'मूलाई']","['थाला', 'शिरस्सू', 'अधिपति', 'नयाकुडु', 'मुख्युदु']","['माथु', 'शीर', 'मस्तक', 'शीरो', 'मस्तिष्क']"
"['commerce', 'magasin', 'boutique']","['Einzelhandelsgeschäft', 'Geschäft', 'Laden']","['лавка', 'магазин', 'бути́к', 'магази́н', 'ла́вка']","['shop', 'boutique', 'store', 'retail outlet']","['商店', '鋪子', '店', '铺子', '店铺', '店鋪']","['tienda', 'comercio', 'negocio', 'establecimiento', 'almacén']","['商店', '店', '販売店', '売店', '店鋪', 'ストア', 'ショップ']","['가게', '판매점', '상점']","['pood', 'kauplus']","['myymälä', 'kauppa']","['winkel', 'magazijn', 'nering', 'atelier', 'zaak', 'werkplaats']","['दुकान', 'स्टोर', 'बाजार', 'प्रतिष्ठान', 'आउटलेट']",shop,"['negozio', 'magazzino', 'esercizio', 'spaccio', 'bottega', 'fondo commerciale', 'locale']","['dukaan', 'store', 'bajar', 'pratishthaan', 'outlet']","['kada', 'store', 'vilaasam', 'angaadi', 'saala']","['kadai', 'angadi', 'virpanaiyagam', 'pandagam', 'vyaapaaram']","['dukaanam', 'kirana', 'angadi', 'vyaapaarasadanam', 'haatlu']","['dukan', 'angadi', 'vepaarghar', 'bajaar', 'petankdukan']","['കട', 'സ്റ്റോർ', 'വിലാസം', 'അങ്ങാടി', 'സാല']","['கடை', 'அங்காடி', 'விற்பனையகம்', 'பண்டகம்', 'வியாபாரம்']","['దుకాణం', 'కిరాణా', 'అంగడి', 'వ్యాపారసదనం', 'హాట్లు']","['દુકાન', 'અંગડી', 'વેપારઘર', 'બજાર', 'પેટાંકદુકાન']","['कड़ा', 'स्टोर', 'विलासम', 'अंगाड़ी', 'साला']","['कडाई', 'अंगड़ी', 'वीरपनैयागम', 'पंडगम', 'व्यापारम्']","['दुकानम', 'किरणा', 'अंगड़ी', 'व्यापारसदनम', 'हाटलू']","['दुकान', 'अंगड़ी', 'वेपारघर', 'बजार', 'पेटांकदुकान']"
